TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
1,Marvels / Kurt Busiek   illustrated by Alex Ross.,"Busiek, Kurt, author.","New York, NY : Marvel Worldwide, Inc., 2018.",2023,YA
11,Blackwater / Jeannette Arroyo and Ren Graham.,"Arroyo, Jeannette, author, artist.","New York : Henry Holt and Company, 2022.",2023,YA
11,Hungry ghost / Victoria Ying   color by Lynette Wong.,"Ying, Victoria, author, artist.","New York : First Second, 2023.",2023,YA
5,Every day : the graphic novel / David Levithan   illustrated by Dion MBD.,"Levithan, David, author.","New York : Random House Childrens Books, 2023.",2023,YA
7,The love report / Beka & Maya.,"BÃ©ka, author.","[New York, NY] : Hippo Park, an imprint of Astra Books for Young Readers, 2023.",2023,J
7,"Shakti / SJ Sindu, Nabi H. Ali.","Sindu, SJ, author.","New York, NY : Harper Alley, an imprint of HarperCollinsPublishers, [2023]",2023,J
5,Part of your world : a twisted tales graphic novel / adapted by Stephanie Kate Strohm illustrated by Kelly Matthews & Nichole Matthews based on the New York Times best-selling novel by Liz Braswell.,"Strohm, Stephanie Kate, author.","Los Angeles : Disney/Hyperion, 2023.",2023,J
14,Squire & Knight / Scott Chantler.,"Chantler, Scott, author, artist.","New York : First Second, 2023.",2023,J
8,Otis & Peanut. 1 / words by Naseem Hrab   drawings by Kelly Collier.,"Hrab, Naseem, author.","Toronto : Owlkids Books, [2023];""Â©2023.""",2023,J
5,Heroes by a hair / Jarrett Pumphrey   Jerome Pumphrey.,"Pumphrey, Jarrett, author.","New York : Norton Young Readers, an imprint of W.W. Norton & Company, [2023];""Â©2023""",2023,J
1,"Critical role : Mighty Nein origins. Mollymauk Tealeaf / written by Jody Houser with Taliesin Jaffe and Matthew Mercer of Critical Role art by Hunter Severn Bonyun colors by Cathy Le, letters by Ariana Maher.","Houser, Jody, writer.","Milwaukie, OR : Dark Horse Books, 2023.",2023,YA
0,"You know, sex : bodies, gender, puberty, and other things! / by Cory Silverberg and Fiona Smyth.","Silverberg, Cory, author.","New York : Seven Stories Press/Triangle Square Books for Young Readers, [2022]",2023,YA
9,Tegan and Sara. Junior high / words by Tegan Quin & Sara Quin pictures by Tillie Walden.,"Quin, Tegan, 1980- author.","New York : Farrar Straus & Giroux, 2023.",2023,YA
4,The faint of heart / Kerilynn Wilson.,"Wilson, Kerilynn, author, illustrator.","New York : Greenwillow Books, an Imprint of HarperCollins Publishers, 2023.",2023,YA
3,"DC pride, the new generation / Jadzia Axelrod, Brandt & Stein, Ivan Cohen [and others], writers Alberto Jimenez Alburquerque, J. Bone, Brandt & Stein [and others], artists Enrica Eren Angiolini, J. Bone, Tamra Bonvillain [and others], colorists Aditya Bidikar, Pat Brosseau, Frank Cvetkovic [and others], letterers Phil Jimenez & Arif Prianto, collection cover artists.",,"Burbank, CA : DC Comics, [2023]",2023,YA
3,The talk / Darrin Bell.,"Bell, Darrin, author, artist.","New York, NY : Henry Holt and Company, [2023]",2023,YA
2,"Deadpool by Alyssa Wong. Vol. 1 / writer, Alyssa Wong artist, Martin CÃ³ccolo color artist, Neeraj Menon letterer, VC's Joe Sabino.","Wong, Alyssa, author.","New York : Marvel Universe, 2023.",2023,YA
2,Gospel / by Will Morris cover art: Ver.,"Morris, Will (Illustrator), author, artist.","Portland, OR : Image Comics, 2023.",2023,YA
1,"Codex black, 1, A fire among clouds / written and illustrated by Camilo Moncada Lozano inking assistance by Oniria HernÃ¡ndez Vargas colored by Angel De Santiago flats by Chris Eubank.","Moncada Lozano, Camilo, 1994- author , illustrator.","San Diego, CA : IDW Publishing, 2023.",2023,YA
0,Bash! 1 / story: Rudy Gobert & Hellef Bay art: Vince Serrano colors: Fezzo translation: Christopher Pope lettering: Lauren Bowes.,"Gobert, Rudy, 1992- author.","London : Titan Nova, 2023.",2023,YA
24,Four eyes : based on a true story. 1 / by Rex Ogle illustrated by Dave Valeza.,"Ogle, Rex, author.","New York, NY : Graphix, an imprint of Scholastic, 2023.",2023,J
7,"I survived the Great Chicago Fire, 1871 / based on the novel by Lauren Tarshis adapted by Georgia Ball with art by Cassie Anderson colors by Junma Aguilera.","Ball, Georgia, adapter.","New York, New York : Graphix, an imprint of Scholastic Inc., 2023.",2023,J
6,Doodles from the Boogie Down / Stephanie Rodriguez color by Andrea Bell.,"Rodriguez, Stephanie, 1988- author, artist.","New York : Kokila, an imprint of Penguin Random House LLC, 2023.",2023,J
5,Alone : the journeys of three young refugees / written by Paul Tom illustrated by MÃ©lanie BaillairgÃ© translated by Arielle Aaronson.,"Tom, Paul, author.","Toronto, Ontario Berkeley : Groundwood Books, [2023]",2023,J
3,"The 39 clues. 1, The maze of bones / by Rick Riordan a graphic novel by Ethan Young with color by George Williams.","Young, Ethan, 1983- author, artist.","New York : Graphix, an imprint of Scholastic Inc., 2023.",2023,J
2,"Heroes in training: graphic novel. No. 4, Hyperion and the great balls of fire/ created by Joan Holub & Suzanne Williams adapted by David Campiti illustrated by Dave Santana at Glass House Graphics.","Campiti, David, author, adapter.","New York : Aladdin, 2023.;""Â©2023.""",2023,J
2,Wizkit : an adventure overdue / Tanya J. Scott.,"Scott, Tanya J, author, artist.","New York : Atheneum Books for Young Readers, [2023];""Â©2023""",2023,J
1,"Heroes in training: graphic novel. No. 3, Hades and the helm of darkness / created by Joan Holub & Suzanne Williams adapted by David Campiti illustrated by Dave Santana at Glass House Graphics.","Campiti, David, adapter.","New York : Aladdin, 2022.;""Â©2022""",2023,J
0,"The extincts. 2, Flight of the mammoth / Scott Magoon.","Magoon, Scott, author.","New York, NY : Amulet Books, an imprint of Abrams, 2023.;""Â©2023""",2023,J
3,"Universe X. Vol. 1 / Alex Ross, cover/concept/character designs Jim Krueger, story/script Doug Braithwaite with Thomas Yeats [and 2 others], pencils Bill Reinhold with Al Williamson [and 8 others], inks Laura Depuy with Pete Pantazis and Nick Bell, colors Todd Klein, letters.","Krueger, Jim, author.","New York : Marvel Comics, [2002]",2023,YA
2,The battle of the Labyrinth : the graphic novel / by Rick Riordan adapted by Robert Venditti art by Orpheus Collar and Antoine Dode.,"Venditti, Robert, adapter.","Los Angeles New York : Disney-Hyperion, 2018.",2023,J
1,"Avengers vs X-Men / story, Jason Aaron ... [and others].",,"New York : Marvel, 2013.",2023,YA
10,"A day in the life of an astronaut, Mars, and the distant stars / written by Mike Barfield   illustrated by Jess Bradley.","Barfield, Mike, author.","New York : Aladdin, 2023.",2023,J
6,"Super Chien. 2, DÃ©chaÃ®nÃ© / Dav Pilkey en tant que Georges BarnabÃ© et Harold HÃ©bert   mise en couleur de Jose Garibaldi   texte franÃ§ais d'Isabelle Allard.","Pilkey, Dav, 1966- author, illustrator.","Toronto, Ontario, Canada : Ã‰ditions Scholastic, [2017]",2023,J
1,"AtheÅ„a: 4, Les 12 travaux tordus de la Pythie / Sibylline.","Sibylline, author.","Montrouge [France] : BD Kids, 2021.",2023,J
0,"AtheÅ„a: 3, Le deÄºeÇµueÌ venu du froid / Sibylline.","Sibylline, author.","Montrouge [France] : BD Kids, 2020.",2023,J
2,"Our dreams at dusk. [1] / story and art by Yuhki Kamatani   translation, Jocelyne Allen   adaptation, Ysabet MacFarlane   lettering and retouch, Kaitlyn Wiley.;""Shimanami tasogare. Vol. 1""","Kamatani, Yuhki, author, illustrator.","[Los Angeles, California] : Seven Seas Entertainment, [2019];""Â©2015""",2023,YA
5,"Night of the ghoul / writer, Scott Snyder art and colors, Francesco Francavilla letters, AndWorld Design.","Snyder, Scott, author, creator.","Milwaukie, OR : Dark Horse Comics, 2023.",2023,YA
3,"Juniper Mae. 1, Knight of Tykotech City / Sarah Soh [text by Tim Fraser]","Soh, Sarah (Graphic novelist), author.","New York : Nobrow, Flying Eye Books, 2023.",2023,J
2,Science comics. Electricity : energy in action / Andy Hirsch.,"Hirsch, Andy, 1987- author.","New York : First Second, 2023.",2023,J
2,"Wait till Helen comes : a ghost story graphic novel / Mary Downing Hahn adapted by Scott Peterson, Meredith Laxton, and Russ Badgett.","Hahn, Mary Downing, author.","New York, NY : Clarion Books, imprints of HarperCollinsPublishers, [2022]",2023,J
0,Science Comics. The periodic table of elements : understanding the building blocks of everything / Jon Chad.,"Chad, Jon, author, artist.","New York : First Second, 2023.",2023,J
2,"Our dreams at dusk. [2] / story & art by Yuhki Kamatani   translation, Jocelyne Allen   adaptation, Ysabet MacFarlane   lettering and retouch, Kaitlyn Wiley.","Kamatani, Yuhki, author, illustrator.","[Los Angeles, CA] : Seven Seas Entertainment, [2019];""Â©2015""",2023,YA
19,"Beak & Ally. 4, Snow birds / Norm Feuti.","Feuti, Norman, author, illustrator.","New York, New York : HarperAlley, an imprint of HarperCollinsPublishers, [2023]",2023,J
12,"Blue, Barry & Pancakes. Big time trouble / by Dan & Jason.","Abdo, Dan, author, artist.",New York : First Second 2023.,2023,J
8,Pizza my heart / Mika Song.,"Song, Mika, author.","New York : RH Graphic, an imprint of Random House Children's Books, a division of Penguin Random House LLC, [2022];""Â©2022""",2023,J
7,The snowcat prince / Dina Norlund.,"Norlund, Dina, author, artist.","Portland, OR : Oni Press, an Oni Press Publication, 2023.",2023,J
6,"Waffles and Pancake. 2, Flight or fright / Drew Brockington.","Brockington, Drew, author.","New York : Little, Brown and Company, 2022.",2023,J
5,"Pacey Packer, unicorn tracker. 4, Dragon rider / J. C. Phillipps.","Phillipps, J. C. (Julie C.), author, illustrator.","New York : Random House, [2023]",2023,J
4,"Cupcake diaries. #4, Alexis and the perfect recipe / by Coco Simon illustrated by Giulia Campobello at Glass Hosue Graphics.","Simon, Coco, author.","New York : Simon Spotlight, 2023.",2023,J
2,"Reggie. [1], Kid penguin / Jen de Oliveira.","Oliveira, Jen de, author, artist.","New York : LB Ink, Little, Brown and Company, 2023.",2023,J
1,"Gustav and Henri. Vol.2, Tiny aunt island / Andy Matthews & Peader Thomas.","Matthews, Andy (Comedian), author.","Brooklyn : Red Comet Press, 2023.",2023,J
1,My little pony. Friends forever. Volume 7.,,"San Diego, CA : IDW Publishing, 2016.",2023,J
1,"Super Turbo. 9, Super Turbo and the fountain of doom / written by Edgar Powers illustrated by Salvatore Costanza at Glass House Graphics.","Powers, Edgar J., author.","New York : Little Simon, 2023.;""Â©2023.""",2023,J
1,"The Nightmare Brigade. 3, Finding Alice / story, Frank Thilliez art, Yomgui Dumont color, Drac [Wilson Ramos Jr., lettering translated by Joe Johnson]","Thilliez, Franck, author.","Miami [Florida] : Papercutz, [2023];""Â©2023.""",2023,J
0,"Super Turbo. 8, Super Turbo gets caught / written by Edgar Powers illustrated by Salvatore Costanza at Glass House Graphics.","Powers, Edgar J., author.","New York : Little Simon, 2022.",2023,J
11,Monstrous : a transracial adoption story / Sarah Myer.,"Myer, Sarah, author.",New York : First Second 2023.,2023,YA
16,"Dragons of Ember City. 1, Happy spark day! / Shane Richardson & Sarah Marino.","Richardson, Shane, author, illustrator.","New York, New York : Aladdin Books, 2022.",2023,J
13,In limbo / by Deb JJ Lee.,"Lee, Deborah, author, artist.","New York : First Second, 2023.",2023,YA
12,Danger and other unknown risks / by Ryan North & Erica Henderson   art by Erica Henderson.,"North, Ryan, 1980- author.","New York : Penguin Workshop, 2023.",2023,YA
5,"Ay, Mija : my bilingual summer in Mexico / Christine Suggs.","Suggs, Christine, author, illustrator.","New York : Little, Brown and Company, 2023.",2023,YA
3,"Kroma / Lorenzo De Felici, creator, writer and artist   Rus Wooton, letterer.","De Felici, Lorenzo, author, artist.","Portland, OR : Image Comics, 2023.",2023,YA
2,The color of always : an LGBTQIA+ love anthology / co-created and edited by Brent Fisher and Michele Abounader.,"Fisher, Brent, creator, editor, writer.","[Rhinebeck, New York] : A Wave Blue World, 2023.",2023,YA
0,"The walking dead. Vol. 16, A larger world / Robert Kirkman, creator, writer   Charlie Adlard, penciler, inker   Cliff Rathburn, gray tones   Rus Wooton, letterer.","Kirkman, Robert, author.","Berkeley, California : Image Comics, c2012.",2023,YA
34,The bad guys in Let the games begin! / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","[New York] : Scholastic, Inc., [2023]",2023,J
17,Family style : memories of an American from Vietnam / Thien Pham.,"Pham, Thien, author, artist.","New York : First Second, 2023.",2023,YA
4,"Star Wars : hyperspace stories. Volume 1, Rebels and resistance / story and plot by Amanda Deibert, Cecil Castellucci, and Michael Moreci art by Lucas Marangon, Megan Huang, and Andy Duggan colors by Michael Atiyeh, Dan Jackson letters by Comicraft's Tyler Smith and Jimmy Betancourt.","Deibert, Amanda, author.","Milwaukie, OR : Dark Horse Books, 2023.",2023,YA
3,"Do a powerbomb! / created, written, and illustrated by Daniel Warren Johnson colors, Mike Spicer letters, Rus Wooten.","Johnson, Daniel Warren, author, illustrator.","Portland, OR : Image Comics, Inc., [2023]",2023,YA
1,"Arca / writer, Van Jensen interior & cover artist, Jesse Lonergan colorist, Patricio Delpeche letterer, Nathan Widick.","Jensen, Van, author.","San Diego, CA : IDW Publishing, 2023.;""Â©2023""",2023,YA
1,"Batman : One bad day. Penguin : last bullet / John Ridley, writer Giuseppe Camuncoli, layouts Cam Smith, finishes Arif Prianto, colorist Rob Leigh, letterer.","Ridley, John, 1965- author.","Burbank, CA : DC Comics, [2023]",2023,YA
1,"Taskmaster. The rubicon trigger / writer, Jed MacKay artist, Alessandro Vitti color artist, Guru-eFX letterer, VC's Joe Caramagna cover artl, Valerio Giangiordano & and Arif Prianto.","MacKay, Jed, author.","New York : Marvel Worldwide, Inc., [2021]",2023,YA
0,"Daredevil. Vol. 7, Lockdown / Chip Zdarsky, writer Mike Hawthore, Manuel Garcia, pencilers Adriano De Benedetto, Cam Smith, Soctt Hanna, Victor Nava, inkers Marcio Menyz, Marco Checchetto, Stefano Landini, Francesco Mobili, Bryan Valenza, artists VC's Clayton Cowles, letterer.","Zdarsky, Chip, author.","New York, NY : Marvel Worldwide, Inc., [2021]",2023,YA
22,Lo and behold / Wendy Mass   pictures by Gabi Mendez   colors by Cai Tse.,"Mass, Wendy, 1967- author.","New York : Random House Children's Books, 2023.",2023,J
4,"Daredevil & Elektra. Vol. 1, The Red Fist saga / Chip Zdarsky, writer Marco Checchetto, Rafael De Latorre, artists Matthew Wilson, color artist VC's Clayton Cowles, letterer.","Zdarsky, Chip, author.","[New York, N.Y. : Marvel Worldwide, Inc., [2023];""Â©2022.""",2023,YA
2,"Fox Point's own, Gemma Hopper / Brie Spangler.","Spangler, Brie, author, artist.","New York : alfred A. Knopf, 2023.",2023,YA
1,"Batman - one bad day : Mr. Freeze : the darkest winter / Gerry Duggan, writer Matteo Scalera, artist Deron Bennett, colorist Matteo Scalera, letterer.","Duggan, Gerry, author.","Burbank, CA : DC Comics, [2023]",2023,YA
1,"Occulted / Amy Rose, Ryan Estrada, Jeongmin Lee (artist).","Rose, Amy, author.","Chicago, IL : Iron Circus Comics, 2023.",2023,YA
27,"5 worlds. Book 4, The amber anthem / Mark Siegel, Alexis Siegel   Xanthe Bouma, Matt Rockefeller, Boya Sun.","Siegel, Mark, 1967-, author.","New York : Random House, [2020]",2023,J
19,"Shark princess. 2, Shark party / Nidhi Chanani   with color by Elizabeth Kramer.","Chanani, Nidhi, author, illustrator.","New York : Viking, 2023.",2023,J
18,Warriors. A thief in ThunderClan / created by Erin Hunter   written by Dan Jolley   art by James L. Barry.,"Jolley, Dan, author.","New York, NY : Harper Alley, an imprint of HarperCollinsPublishers, [2023]",2023,J
17,"5 worlds. Book 5, The emerald gate / Mark Siegel   Alexis Siegal   Xanthe Bouma   Matt Rockfeller   Boya Sun.","Siegel, Mark, 1967-, author.","New York, NY : Random House Childrens Books, [2021]",2023,J
17,Surviving the wild. Sunny the shark / by Remy Lai.,"Lai, Remy, author, artist.","New York : Henry Holt and Company, [2022]",2023,J
10,Grumpy monkey : who threw that? / by Suzanne Lang   illustrated by Max Lang.,"Lang, Suzanne, author.","New York : Random House Studio, 2022.;""Â©2022""",2023,J
6,"One cool duck. 1, King of cool / Mike Petrik.","Petrik, Mike, author.","[New York] : Hippo Park, an imprint of Astra Books for Young Readers, [2023];""Â©2023.""",2023,J
4,Dog & Hat and the lunar eclipse picnic / Darin Shuler.,"Shuler, Darin, author, illustrator.","San Francisco : Chronicle Books, [2023]",2023,J
17,"My hero Academia. 8, Yaoyorozu rising / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986-, author, artist.","San Francisco, CA : Viz Media, [2017]",2023,YA
11,"My hero academia. 25, Tomura Shigaraki: origin / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- writer, artist.","San Francisco, CA : Viz Media, LLC, 2020.;""Â©2014""",2023,YA
11,"My hero academia. 28, The thrill of destruction / Kohei Horikoshi   translation & English adaptation: Caleb Cook   touch-up art & lettering: John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, CA : VIZ Media, LLC, 2021.",2023,YA
9,"My hero academia. 30, Dabi's dance / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, CA : Viz Media, LLC, [2022]",2023,YA
8,"My hero academia. 22, That which is inherited / Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, CA : VIZ Media, LLC, [2019]",2023,YA
7,"My hero academia. 29, Katsuki Bakugo rising / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, CA : Viz Media, LLC, [2021]",2023,YA
6,"My hero academia. 21, Why he gets back up / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, California : VIZ Media, LLC, [2019]",2023,YA
6,"Kiss him, not me! 1 / Junko   translator, David Rhie   lettering, Hiroko Mizuno.","Junko (Mangaka), author, illustrator.","New York : Kodansha Comics, [2015].;""Â©2013.""",2023,YA
4,"Kiss him, not me! 4 / Junko   [translation, David Rhie   lettering, Hiroko Mizuno].","Junko (Mangaka), author, artist.","New York : Kodansha Comics, [2016].;""Â©2014.""",2023,YA
3,"Kiss him, not me! 2 / Junko   [translator, David Rhie   lettering, Hiroko Mizuno].","Junko (Mangaka), author, artist.","New York : Kodansha Comics, [2015].;""Â©2014.""",2023,YA
3,"Kiss him, not me! 3 / Junko   [translator, David Rhie   lettering, Hiroko Mizuno].","Junko (Mangaka), author, illustrator.","New York : Kodansha Comics, [2015].;""Â©2014.""",2023,YA
2,"Kimi ni todoke = From me to you. Vol. 8 / story & art by Karuho Shiina   [translation, Ari Yasuda   touch-up art & lettering, Vanessa Satone].","Shiina, Karuho, author, illustrator.","San Francisco, Calif. : VIZ Media, [2011].;""Â©2005.""",2023,YA
1,"Kimi ni todoke = From me to you. Vol. 6 / story & art by Karuho Shiina   [translation, Ari Yasuda, HC Language Solutions, Inc.   touch-up art & lettering, Vanessa Satone.]","Shiina, Karuho, author, illustrator.","San Francisco, CA : Viz Media, 2010.;""Â©2005.""",2023,YA
1,"Kimi ni todoke = From me to you. Vol. 7 / story & art by Karuho Shiina   [translation, Ari Yasuda   touch-up art & lettering, Vanessa Satone].","Shiina, Karuho, author, illustrator.","San Francisco, CA : Viz Media, 2011.;""Â©2005.""",2023,YA
7,"Sort of super. 2, The magma cup / by Eric Gapstur color by Dearbhla Kelly.","Gapstur, Eric, author, illustrator.","New York : Aladdin, 2023.",2023,J
6,"My love mix-up! Vol. 8 / story by Wataru Hinekure   art by Aruko   translation & adaptation, Jan Mitsuko Cash   touch-up art & lettering, Inori Fukuda Trant.","Hinekure, Wataru, author.","San Francisco, California : VIZ Media, LLC, [2023]",2023,YA
9,"My hero academia. 34, United States of America / story & art, Kohei Horikoshi   translation & English adaptation, Caleb Cook   touch-up art & lettering, John Hunt.","Horikoshi, KÅhei, 1986- author, artist.","San Francisco, CA : VIZ Media, LLC, 2023.;""Â©2014""",2023,YA
6,"Wolf girl and black prince. 1 / story and art by Ayuko Hatta   translation, Diana Taylor   touch-up art & lettering, Aidan Clarke.","Hatta, Ayuko, author, artist.","San Francisco, CA : VIZ Media, LLC, 2023.;""Â©2011""",2023,YA
5,"Dark crisis on infinite earths / Joshua Williamson, writer Daniel Sampere [and 9 others], artists Alejandro Sanchez [and 5 others], colorists Tom Napolitano [and 3 others], letterers.","Williamson, Joshua, author.","Burbank, CA : DC Comics, [2023]",2023,YA
5,"Elden Ring. 1, The road to the Erdtree / Nikiichi Tobita   original story: Elden Ring (FromSoftware, Inc.)   translation, John Neal   lettering, Phil Christie.","Tobita, Nikiichi, author, artist.","New York : Yen Press, 2023.;""Â©2023.""",2023,YA
4,Haunthology : a story collection / by Jeremy Haun   foreword by Nathan Ballingrud.,"Haun, Jeremy, author, illustrator.","Portland, OR : Image Comics, Inc., [2023]",2023,YA
4,Something is killing the children. Volume 6 / written by James Tynion IV illustrated by Werther Dell'Edera colored by Miquel Muerto lettered by AndWorld Design cover by Werther Dell'Edera with colors by Miquel Muerto.,"Tynion, James, IV, author.","Los Angeles, California : BOOM! Studios, 2023.",2023,YA
4,Wolf girl and black prince. 2 / story and art by Ayuko Hatta   translation: Diana Taylor   touch-up art & lettering: Aidan Clarke.,"Hatta, Ayuko, author, artist.","San Francisco, CA : VIZ Media, LLC, 2023.;""Â©2011""",2023,YA
3,At 30 I realized I had no gender : life lessons from a 50-year-old after two decades of self-discovery / manga by Shou Arai   translator Massiel Gutierrez   retouching and lettering Vibraant Publishing Studio.,"Arai, Shou, author, illustrator.","Marina Del Rey, CA : TokyoPop Inc., [2023];""Â©2023.""",2023,YA
2,"Punderworld. Volume one / Linda Sejic, creator Katarina Devic, coloring assists Ryan Cady, editor Vincent Valentine, production.","Sejic, Linda, author, artist.","Portland, OR : Image Comics, 2021.",2023,YA
0,"We'll soon be home again / story, Jessica Bab Bonde art, Peter Bergting translation, Jessica Bab Bonde & Sunshine Barbito lettering, Kathryn Renta.","Bab Bonde, Jessica, author, translator.","Milwaukie, OR : Dark Horse Books, 2020.",2023,YA
13,Garfield. Home cookin' / by Jim Davis.,"Davis, Jim, 1945 July 28-  author, illustrator.","New York : Random House Worlds, [2023];""Â©2023""",2023,J
10,"Cryptid kids. 1, The Bawk-ness Monster / Sara Goetter & Natalie Riess.","Goetter, Sara, author, artist.","New York : First Second, 2023.",2023,J
7,"Chip 'n Dale Rescue Rangers : the Count Roquefort case and other stories / editor, David Gerstein.",,"Seattle, WA : Fantagraphics Books, Inc., [2023];""Â©2023""",2023,J
2,"Crisis on infinite earths / Marv Wolfman, writer George Perez, penciller Dick Giordano, Mike DeCarlo, Jerry Ordway, Karl Kesel, inkers Anthony Tollin, Tom Ziuko, Carl Gafford, colorists, original series Tom McCraw, color reconstruction and enhancement John Costanza, letterer George Perez, series covers George Perez & Alex Ross, collection cover artists.","Wolfman, Marv, writer.","Burbank, CA : DC Comics, [2019];""2019""",2023,YA
7,Stars in their eyes / Jessica Walton and Aska.,"Walton, Jessica, author.","New York : Graphix, an imprint of Scholastic, 2023.",2023,YA
1,The good neighbors : a faerie graphic novel trilogy / Holly Black and Ted Naifeh.,"Black, Holly, author.","New York : Graphix, an imprint of Scholastic, 2023.",2023,YA
21,Big Nate: no worries! / by Lincoln Peirce.,"Peirce, Lincoln, author, artist.","Kansas City, Missouri : Andrews McMeel Publishing, [2023]",2023,J
8,Gnome and Rat. 1 / Lauren Stohler.,"Stohler, Lauren, author, illustrator.","New York : Alfred A. Knopf, an imprint of Random House Children's Books, a division of Penguin Random House LLC, [2023]",2023,J
56,"5 worlds. Book 3, The red maze / Mark Siegel   Alexis Siegel   Xanthe Bouma   Matt Rockefeller   Boya Sun.","Siegel, Mark, 1967-, author.","New York : Random House Books for Young Readers, [2019]",2023,J
16,"Amulet. Book 3, The cloud searchers / Kazu Kibuishi.","Kibuishi, Kazu, 1978- author.","New York : Graphix, an imprint of Scholastic, 2010.;""Â©2010""",2023,J
9,"Avatar, the last airbender. The Rift / script, Gene Luen Yang   art and cover, Gurihiru   lettering, Michael Heisler.","Yang, Gene Luen, author.","Milwaukie, OR : Dark Horse Comics, 2021.",2023,J
8,"PokÃ©mon journeys. Volume 3/ story and art by Machito Gomi   translation, Misa 'Japanese Ammo'   English adaptation, Molly Tanzer   touch-up & lettering, Joanna Estep   script by Shoji Yonemura, Deko Akao & Junichi Fujisaki.","Gomi, Machito, author, artist.","San Francisco, CA : VIZ Media, LLC, [2022];""Â©2022""",2023,J
5,Poopy claws / written by Gene Ambaum   illustrated by Sophie Goldstein.,"Ambaum, Gene, author.","Seattle, Washington : Overdue Media, LLC, [2012];""Â©2012""",2023,J
4,Fann club: Batman squad / created by Jim Benton.,"Benton, Jim, author, illustrator.","Burbank, CA : DC Comics, [2023];""Â©2023""",2023,J
81,"Narwhal and Jelly. 3, Peanut butter and Jelly / Ben Clanton.","Clanton, Ben, 1988- author, illustrator.","Toronto : Tundra Books, 2019.;""Â©2018""",2023,J
11,"Ham Helsing. 3, Raising the stakes / Rich Moyer   with color by Josh Lewis.","Moyer, Rich, author, illustrator.","New York : RH Graphic, [2023]",2023,J
0,Messenger : the legend of Muhammad Ali / written by Marc Bernardin art by Ron Salas.,"Bernardin, Marc, author.","New York : First Second, 2023.",2023,YA
11,Eerie tales from the School of Screams / Graham Annable.,"Annable, Graham, author, artist.","New York : First Second, 2023.",2023,J
8,Fae and the moon / Franco Catherine & Sarah Satrun.,"Aureliani, Franco, author.","New York, NY : Yellow Jacket, [2023]",2023,J
8,Picture day / Sarah Sax.,"Sax, Sarah, author, artist.","New York : Alfred A. Knopf, [2023];""Â©2023""",2023,J
6,Clementine Fox and the great island adventure / Leigh Luna.,"Luna, Leigh author, artist.","New York, NY : Graphix, an imprint of Scholastic, 2023.",2023,J
5,ThunderBoom / written by Jack Briglio art by Claudia DÃ¡vila.,"Briglio, Jack, author.","Toronto : Kids Can Press, [2023];""Â©2023.""",2023,J
4,Out there / Seaerra Miller.,"Miller, Seaerra, author, artist.","New York : Little, Brown, 2023.",2023,J
3,"Cat's cradle. 2, The mole king's lair / Jo Rioux.","Rioux, Jo-Anne, author, illustrator.","New York : First Second, an imprint of Roaring Brook Press, 2023.",2023,J
3,What happens next? Talent show troubles / Jess Smart Smiley.,"Smiley, Jess Smart, author, artist.","New York : First Second, 2023.",2023,J
2,"Peach and Plum. 1, Here we come! / Tim McCanna.","McCanna, Tim, author, illustrator.","New York : Little, Brown and Company, 2022.",2023,J
2,What happens next? Science fair frenzy / Jess Smart Smiley.,"Smiley, Jess Smart, author, illustrator.","New York : First Second, 2023.;""Â©2023.""",2023,J
1,Buzzing / written by Samuel Sattin illustrated by Rye Hickman.,"Sattin, Samuel, author.","New York : Little, Brown and Company, 2023.",2023,J
1,"Marshmallow martians. 2, Earth school / by Deanna Kent illustrated by Neil Hooson.","Kent, Deanna, author.","New York : Random House Children's Books, [2023]",2023,J
1,My little pony: classics reimagined. Little fillies / written by Megan Brown art by Jenna Ayoub colors by Heather Breckel letters by Johanna Nattalie.,"Brown, Megan, author.","San Diego, CA : IDW Publishing, a division of Idea and Design Works, LLC, [2023];""Â©2023.""",2023,J
1,"Peach and Plum. 2, Rule at school! / Tim McCanna.","McCanna, Tim, author, illustrator.","New York : Little, Brown and Company, 2023.;""Â©2023""",2023,J
1,Plants vs. zombies. Impfestation / written by Paul Tobin art by Cat Farris colors by Heather Breckel letters by Steve Dutro.,,"Milwaukie, OR : Dark Horse Books, [2023]",2023,J
